text,ĐĂNG KÝ TÀI KHOẢN,ĐĂNG NHẬP HỆ THỐNG,QUÊN MẬT KHẨU VÀ ĐẶT LẠI MẬT KHẨU,PHÂN QUYỀN NGƯỜI DÙNG,QUẢN LÝ SỐ DƯ TÀI KHOẢN,XEM DANH SÁCH PHIÊN ĐẤU GIÁ,XEM CHI TIẾT SẢN PHẨM ĐẤU GIÁ,THAM GIA PHÒNG ĐẤU GIÁ,RỜI PHÒNG ĐẤU GIÁ,ĐẶT GIÁ TRONG PHIÊN ĐẤU GIÁ,CẬP NHẬT GIÁ REALTIME,XEM LỊCH SỬ ĐẶT GIÁ,CHAT TRONG PHÒNG ĐẤU GIÁ,XEM THỜI GIAN CÒN LẠI CỦA PHIÊN,ANTI-SNIPING,KHÓA NGƯỜI THAM GIA MỚI Ở CUỐI PHIÊN,TỰ ĐỘNG CHỐT PHIÊN ĐẤU GIÁ,XỬ LÝ TIỀN KHI PHIÊN KẾT THÚC,TỰ ĐỘNG ĐƯA NGƯỜI DÙNG VỀ LOBBY,SELLER TẠO YÊU CẦU PHIÊN ĐẤU GIÁ,KIỂM TRA DỮ LIỆU TẠO PHIÊN ĐẤU GIÁ,YÊU CẦU DUYỆT PHIÊN ĐẤU GIÁ,SELLER ĐÓNG PHIÊN ĐẤU GIÁ,THÔNG BÁO TRẠNG THÁI PHIÊN,CHATBOT HỖ TRỢ NGƯỜI DÙNG,NGOÀI LỀ,CHỦ ĐỀ NGUY HIỂM,AI HỖ TRỢ AUTO APPROVE,Không Rõ
"ai đã bid trước đó trong phòng này, xem có lượt nào làm anti-sniping gia hạn không đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Này ad, ai đã bid trước đó trong phòng này, sau khi bị đưa về lobby vẫn cần xem lại; nếu thiếu điều kiện thì báo rõ giúp mình được không.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lịch sử giá tăng theo từng lần ở đâu trước khi tôi đặt giá tiếp.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Admin ơi, lịch sử giá tăng theo từng lần ở đâu và so với giá hiện tại realtime mình đang thao tác?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lich su gia tang theo tung lan o dau de check so du con du theo gia cuoi ko vi minh chua ro luong,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lịch sử giá tăng theo từng lần ở đâu, khi tôi đang ở trong phòng đấu gía nhé",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lịch sử giá tăng theo từng lần ở đâu, sau khi phiên đã tự động chốt đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ê cho hỏi, lịch sử giá tăng theo từng lần ở đâu rồi xem xử lý tiền khi phiên kết thúc; nếu thiếu điều kiện thì báo rõ giúp mình vì mình chưa rõ luồng.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Xem lại người đặt giá cao nhất trước tôi kèm thông báo trạng thái thắng thua.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Help với, xem lại người đặt giá cao nhất trước tôi để chat trong phòng hỏi lại mọi người để khỏi làm sai?",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xem lai nguoi dat gia cao nhat truoc toi voi phan chi tiet sp dang dg dc ko,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xem lại ngừoi đặt giá cao nhất trước tôi và thời gian từng lần bid còn lại bao lâu pls,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"xem lại người đặt giá cao nhất trước tôi, xem có lượt nào làm anti-sniping gia hạn không đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Này ad, xem lại người đặt giá cao nhất trước tôi, sau khi bị đưa về lobby vẫn cần xem lại; nếu thiếu điều kiện thì báo rõ giúp mình được không.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cho tôi xem danh sách các lần bid trước khi tôi đặt giá tiếp.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Admin ơi, cho tôi xem danh sách các lần bid và so với giá hiện tại realtime mình đang thao tác?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cho toi xem danh sach cac lan bid de check so du con du theo gia cuoi ko vi minh chua ro luong,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cho tôi xem danh sách các lần bid, khi tôi đang ở trong phòng đấu gía nhé",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cho tôi xem danh sách các lần bid, sau khi phiên đã tự động chốt đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ê cho hỏi, cho tôi xem danh sách các lần bid rồi xem xử lý tiền khi phiên kết thúc; nếu thiếu điều kiện thì báo rõ giúp mình vì mình chưa rõ luồng.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Phiên này có bao nhiêu lượt đặt giá rồi kèm thông báo trạng thái thắng thua.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Help với, phiên này có bao nhiêu lượt đặt giá rồi để chat trong phòng hỏi lại mọi người để khỏi làm sai?",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phien nay co bn luot dat gia roi voi phan chi tiet sp dang dg dc ko,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phien này có bao nhiêu lượt đặt giá rồi và thời gian từng lần bid còn lại bao lâu pls,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"phiên này có bao nhiêu lượt đặt giá rồi, xem có lượt nào làm anti-sniping gia hạn không đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Này ad, phiên này có bao nhiêu lượt đặt giá rồi, sau khi bị đưa về lobby vẫn cần xem lại; nếu thiếu điều kiện thì báo rõ giúp mình được không.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tôi muốn biết lần bid gần nhất là của ai trước khi tôi đặt giá tiếp.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Admin ơi, tôi muốn biết lần bid gần nhất là của ai và so với giá hiện tại realtime mình đang thao tác?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toi muon biet lan bid gan nhat la cua ai de check so du con du theo gia cuoi ko vi minh chua ro luong,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tôi muốn biết lần bid gần nhất là của ai, khi tôi đang ở trong phòng đấu gía nhé",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tôi muốn biết lần bid gần nhất là của ai, sau khi phiên đã tự động chốt đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ê cho hỏi, tôi muốn biết lần bid gần nhất là của ai rồi xem xử lý tiền khi phiên kết thúc; nếu thiếu điều kiện thì báo rõ giúp mình vì mình chưa rõ luồng.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
History đặt giá có hiện thời gian không kèm thông báo trạng thái thắng thua.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Help với, history đặt giá có hiện thời gian không để chat trong phòng hỏi lại mọi người để khỏi làm sai?",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
history dat gia co hien thoi gian ko voi phan chi tiet sp dang dg dc ko,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
history đặt giá có hiện thời gian khong và thời gian từng lần bid còn lại bao lâu pls,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"history đặt giá có hiện thời gian không, xem có lượt nào làm anti-sniping gia hạn không đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Này ad, history đặt giá có hiện thời gian không, sau khi bị đưa về lobby vẫn cần xem lại; nếu thiếu điều kiện thì báo rõ giúp mình được không.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Xem log bid của sản phẩm này giúp tôi trước khi tôi đặt giá tiếp.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Admin ơi, xem log bid của sản phẩm này giúp tôi và so với giá hiện tại realtime mình đang thao tác?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xem log bid cua sp nay giup toi de check so du con du theo gia cuoi ko vi minh chua ro luong,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"xem log bid của sản phẩm này giúp tôi, khi tôi đang ở trong phòng đấu gía nhé",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"xem log bid của sản phẩm này giúp tôi, sau khi phiên đã tự động chốt đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ê cho hỏi, xem log bid của sản phẩm này giúp tôi rồi xem xử lý tiền khi phiên kết thúc; nếu thiếu điều kiện thì báo rõ giúp mình vì mình chưa rõ luồng.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Có cách nào xem ai đã nâng giá không kèm thông báo trạng thái thắng thua.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Help với, có cách nào xem ai đã nâng giá không để chat trong phòng hỏi lại mọi người để khỏi làm sai?",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co cach nao xem ai da nang gia ko voi phan chi tiet sp dang dg dc ko,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
có cách nào xem ai đã nâng giá khong và thời gian từng lần bid còn lại bao lâu pls,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"có cách nào xem ai đã nâng giá không, xem có lượt nào làm anti-sniping gia hạn không đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Này ad, có cách nào xem ai đã nâng giá không, sau khi bị đưa về lobby vẫn cần xem lại; nếu thiếu điều kiện thì báo rõ giúp mình được không.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lịch sử đấu giá hiển thị ở tab nào trước khi tôi đặt giá tiếp.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Admin ơi, lịch sử đấu giá hiển thị ở tab nào và so với giá hiện tại realtime mình đang thao tác?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lich su dg hien thi o tab nao de check so du con du theo gia cuoi ko vi minh chua ro luong,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lịch sử đấu gía hiển thị ở tab nào, khi tôi đang ở trong phòng đấu giá nhé",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lịch sử đấu giá hiển thị ở tab nào, sau khi phiên đã tự động chốt đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ê cho hỏi, lịch sử đấu giá hiển thị ở tab nào rồi xem xử lý tiền khi phiên kết thúc; nếu thiếu điều kiện thì báo rõ giúp mình vì mình chưa rõ luồng.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tôi muốn kiểm tra giá trước khi đặt thêm kèm thông báo trạng thái thắng thua.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Help với, tôi muốn kiểm tra giá trước khi đặt thêm để chat trong phòng hỏi lại mọi người để khỏi làm sai?",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toi muon check gia truoc khi dat them voi phan chi tiet sp dang dg dc ko,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tôi muốn kiểm chra giá trước khi đặt thêm và thời gian từng lần bid còn lại bao lâu pls,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tôi muốn kiểm tra giá trước khi đặt thêm, xem có lượt nào làm anti-sniping gia hạn không đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Này ad, tôi muốn kiểm tra giá trước khi đặt thêm, sau khi bị đưa về lobby vẫn cần xem lại; nếu thiếu điều kiện thì báo rõ giúp mình được không.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cho xem timeline các lần trả giá trước khi tôi đặt giá tiếp.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Admin ơi, cho xem timeline các lần trả giá và so với giá hiện tại realtime mình đang thao tác?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cho xem timeline cac lan tra gia de check so du con du theo gia cuoi ko vi minh chua ro luong,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cho xem timeline các lần trả giá, khi tôi đang ở trong phòng đấu gía nhé",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cho xem timeline các lần trả giá, sau khi phiên đã tự động chốt đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ê cho hỏi, cho xem timeline các lần trả giá rồi xem xử lý tiền khi phiên kết thúc; nếu thiếu điều kiện thì báo rõ giúp mình vì mình chưa rõ luồng.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tôi muốn biết có ai vừa bid vượt mình không kèm thông báo trạng thái thắng thua.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Help với, tôi muốn biết có ai vừa bid vượt mình không để chat trong phòng hỏi lại mọi người để khỏi làm sai?",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toi muon biet co ai vua bid vuot minh ko voi phan chi tiet sp dang dg dc ko,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tôi muốn biết có ai vừa bid vượt mình khong và thời gian từng lần bid còn lại bao lâu pls,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tôi muốn biết có ai vừa bid vượt mình không, xem có lượt nào làm anti-sniping gia hạn không đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Này ad, tôi muốn biết có ai vừa bid vượt mình không, sau khi bị đưa về lobby vẫn cần xem lại; nếu thiếu điều kiện thì báo rõ giúp mình được không.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lịch sử đặt giá có lưu sau khi kết thúc không trước khi tôi đặt giá tiếp.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Admin ơi, lịch sử đặt giá có lưu sau khi kết thúc không và so với giá hiện tại realtime mình đang thao tác?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lich su dat gia co luu sau khi ket thuc ko de check so du con du theo gia cuoi ko vi minh chua ro luong,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lịch sử đặt giá có lưu sau khi kết thúc không, khi tôi đang ở trong phòng đấu gía nhé",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lịch sử đặt giá có lưu sau khi kết thúc không, sau khi phiên đã tự động chốt đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ê cho hỏi, lịch sử đặt giá có lưu sau khi kết thúc không rồi xem xử lý tiền khi phiên kết thúc; nếu thiếu điều kiện thì báo rõ giúp mình vì mình chưa rõ luồng.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Xem lại các mức giá từ đầu phiên kèm thông báo trạng thái thắng thua.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Help với, xem lại các mức giá từ đầu phiên để chat trong phòng hỏi lại mọi người để khỏi làm sai?",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xem lai cac muc gia tu dau phien voi phan chi tiet sp dang dg dc ko,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xem lại các mức giá từ đầu phien và thời gian từng lần bid còn lại bao lâu pls,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"xem lại các mức giá từ đầu phiên, xem có lượt nào làm anti-sniping gia hạn không đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Này ad, xem lại các mức giá từ đầu phiên, sau khi bị đưa về lobby vẫn cần xem lại; nếu thiếu điều kiện thì báo rõ giúp mình được không.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Giá hiện tại tăng từ bid nào vậy trước khi tôi đặt giá tiếp.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Admin ơi, giá hiện tại tăng từ bid nào vậy và so với giá hiện tại realtime mình đang thao tác?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gia hien tai tang tu bid nao vay de check so du con du theo gia cuoi ko vi minh chua ro luong,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"giá hiện tại tăng từ bid nào vậy, khi tôi đang ở trong phòng đấu gía nhé",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"giá hiện tại tăng từ bid nào vậy, sau khi phiên đã tự động chốt đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ê cho hỏi, giá hiện tại tăng từ bid nào vậy rồi xem xử lý tiền khi phiên kết thúc; nếu thiếu điều kiện thì báo rõ giúp mình vì mình chưa rõ luồng.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Có thể xem lịch sử bid realtime không kèm thông báo trạng thái thắng thua.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Help với, có thể xem lịch sử bid realtime không để chat trong phòng hỏi lại mọi người để khỏi làm sai?",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co the xem lich su bid realtime ko voi phan chi tiet sp dang dg dc ko,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
có thể xem lịch sử bid realtime khong và thời gian từng lần bid còn lại bao lâu pls,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"có thể xem lịch sử bid realtime không, xem có lượt nào làm anti-sniping gia hạn không đi, mình hơi rối vì màn hình không nói rõ bước tiếp theo.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Này ad, có thể xem lịch sử bid realtime không, sau khi bị đưa về lobby vẫn cần xem lại; nếu thiếu điều kiện thì báo rõ giúp mình được không.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tôi muốn biết mình đã đặt mấy lần trước khi tôi đặt giá tiếp.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Admin ơi, tôi muốn biết mình đã đặt mấy lần và so với giá hiện tại realtime mình đang thao tác?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
